Symbol,Date,Close
TD,6/26/2018,99.61
TD,6/27/2018,99.03
TD,6/28/2018,98.82
TD,6/29/2018,98.99
TD,7/3/2018,99.49
TD,7/4/2018,99.37
TD,7/5/2018,99.59
TD,7/6/2018,100.2
TD,7/9/2018,100.79
TD,7/10/2018,101.31
TD,7/11/2018,100.58
TD,7/12/2018,101.51
TD,7/13/2018,101.46
TD,7/16/2018,101.94
TD,7/17/2018,102
TD,7/18/2018,101.49
TD,7/19/2018,101.4
TD,7/20/2018,101.48
TD,7/23/2018,101.8
TD,7/24/2018,102.03
TD,7/25/2018,100.88
TD,7/26/2018,101.08
TD,7/27/2018,101.09
TD,7/30/2018,101.33
TD,7/31/2018,101.55
TD,8/1/2018,101.81
TD,8/2/2018,101.47
TD,8/3/2018,101.42
TD,8/7/2018,100.51
TD,8/8/2018,101.16
TD,8/9/2018,101.89
TD,8/10/2018,101.3
TD,8/13/2018,101.36
TD,8/14/2018,102.1
TD,8/15/2018,101.48
TD,8/16/2018,102
TD,8/17/2018,102.8
TD,8/20/2018,102.9
TD,8/21/2018,102.59
TD,8/22/2018,103.97
TD,8/23/2018,103.68
TD,8/24/2018,103.64
TD,8/27/2018,103.96
TD,8/28/2018,103.81
TD,8/29/2018,104.49
TD,8/30/2018,104.78
TD,8/31/2018,103.66
TD,9/4/2018,103.77
TD,9/5/2018,103.76
TD,9/6/2018,104.06
TD,9/7/2018,103.58
TD,9/10/2018,103.65
TD,9/11/2018,103.75
TD,9/12/2018,103.18
TD,9/13/2018,103
TD,9/14/2018,103.07
TD,9/17/2018,103.52
TD,9/18/2018,103.95
TD,9/19/2018,103.99
TD,9/20/2018,104.55
TD,9/21/2018,104.09
TD,9/24/2018,104.34
TD,9/25/2018,104.43
TD,9/26/2018,104.38
TD,9/27/2018,104.55
TD,9/28/2018,103.54
TD,10/1/2018,103.6
TD,10/2/2018,102.91
TD,10/3/2018,103.11
TD,10/4/2018,103.38
TD,10/5/2018,102.89
TD,10/9/2018,102.31
TD,10/10/2018,100.7
TD,10/11/2018,98.7
TD,10/12/2018,98.78
TD,10/15/2018,98.4
TD,10/16/2018,99.66
TD,10/17/2018,99.98
TD,10/18/2018,98.96
TD,10/19/2018,99
TD,10/22/2018,98.26
TD,10/23/2018,98.44
TD,10/24/2018,94.6
TD,10/25/2018,94.73
TD,10/26/2018,94.49
TD,10/29/2018,94.02
TD,10/30/2018,95.39
TD,10/31/2018,95.92
TD,11/1/2018,95.86
TD,11/2/2018,95.75
TD,11/5/2018,95.64
TD,11/6/2018,95.54
TD,11/7/2018,95.93
TD,11/8/2018,96.59
TD,11/9/2018,95.95
TD,11/12/2018,95.33
TD,11/13/2018,95.75
TD,11/14/2018,95.3
TD,11/15/2018,95.65
TD,11/16/2018,95.37
TD,11/19/2018,94.82
TD,11/20/2018,93.62
TD,11/21/2018,95.88
TD,11/22/2018,94.94
TD,11/23/2018,95.06
TD,11/26/2018,94.88
TD,11/27/2018,95.49
TD,11/28/2018,98.1
TD,11/29/2018,97.82
TD,11/30/2018,97.42
TD,12/3/2018,97.45
TD,12/4/2018,96.71
TD,12/5/2018,97.6
TD,12/6/2018,95.72
TD,12/7/2018,94.56
TD,12/10/2018,94.09
TD,12/11/2018,93.36
TD,12/12/2018,94.42
TD,12/13/2018,94.21
TD,12/14/2018,94.32
TD,12/17/2018,93.5
TD,12/18/2018,93.8
TD,12/19/2018,92.68
TD,12/20/2018,92.21
TD,12/21/2018,90.95
TD,12/24/2018,90.21
TD,12/27/2018,92.71
TD,12/28/2018,93.1
TD,12/31/2018,93.44
TD,1/2/2019,93.62
TD,1/3/2019,92.57
TD,1/4/2019,94.14
TD,1/7/2019,93.91
TD,1/8/2019,93.74
TD,1/9/2019,95.74
TD,1/10/2019,96.62
TD,1/11/2019,96.6
TD,1/14/2019,96.89
TD,1/15/2019,97.27
TD,1/16/2019,97.84
TD,1/17/2019,98.42
TD,1/18/2019,98.64
TD,1/21/2019,99.74
TD,1/22/2019,100
TD,1/23/2019,98.65
TD,1/24/2019,98.99
TD,1/25/2019,99.06
TD,1/28/2019,99.39
TD,1/29/2019,99.71
TD,1/30/2019,100.03
TD,1/31/2019,100.02
TD,2/1/2019,100.11
TD,2/4/2019,100.54
TD,2/5/2019,101.2
TD,2/6/2019,101.39
TD,2/7/2019,101.4
TD,2/8/2019,100.91
TD,2/11/2019,100.45
TD,2/12/2019,100.75
TD,2/13/2019,100.84
TD,2/14/2019,100.67
TD,2/15/2019,101.41
TD,2/19/2019,101.79
TD,2/20/2019,102.78
TD,2/21/2019,102.27
TD,2/22/2019,101.74
TD,2/25/2019,102.42
TD,2/26/2019,102.64
TD,2/27/2019,103.3
TD,2/28/2019,102.85
TD,3/1/2019,103.46
TD,3/4/2019,103.42
TD,3/5/2019,103.74
TD,3/6/2019,103.68
TD,3/7/2019,103.23
TD,3/8/2019,102.87
TD,3/11/2019,102.98
TD,3/12/2019,102.65
TD,3/13/2019,102.76
TD,3/14/2019,102.64
TD,3/15/2019,103.54
TD,3/18/2019,104.17
TD,3/19/2019,103.6
TD,3/20/2019,102.91
TD,3/21/2019,102.48
TD,3/22/2019,102.13
TD,3/25/2019,102.03
TD,3/26/2019,102.74
TD,3/27/2019,102.07
TD,3/28/2019,101.78
TD,3/29/2019,100.82
TD,4/1/2019,102.5
TD,4/2/2019,103.02
TD,4/3/2019,103.39
TD,4/4/2019,103.44
TD,4/5/2019,103.6
TD,4/8/2019,103.44
TD,4/9/2019,103.16
TD,4/10/2019,103.5
TD,4/11/2019,103.78
TD,4/12/2019,104.69
TD,4/15/2019,105.05
TD,4/16/2019,105.68
TD,4/17/2019,106.44
TD,4/18/2019,107.06
TD,4/22/2019,107.04
TD,4/23/2019,107.85
TD,4/24/2019,105.46
TD,4/25/2019,105.38
TD,4/26/2019,105.91
TD,4/29/2019,106.58
TD,4/30/2019,106.77
TD,5/1/2019,106.45
TD,5/2/2019,106.39
TD,5/3/2019,106.89
TD,5/6/2019,107.06
TD,5/7/2019,106.32
TD,5/8/2019,105.93
TD,5/9/2019,105.98
TD,5/10/2019,105.42
TD,5/13/2019,104.39
TD,5/14/2019,104.7
TD,5/15/2019,104.71
TD,5/16/2019,105.41
TD,5/17/2019,105.12
TD,5/21/2019,105.2
TD,5/22/2019,105.18
TD,5/23/2019,102.64
TD,5/24/2019,103.89
TD,5/27/2019,104.74
TD,5/28/2019,104.05
TD,5/29/2019,102.66
TD,5/30/2019,102.59
TD,5/31/2019,101.58
TD,6/3/2019,101.78
TD,6/4/2019,103.07
TD,6/5/2019,103.5
TD,6/6/2019,103.21
TD,6/7/2019,103.22
TD,6/10/2019,103.34
TD,6/11/2019,103.28
TD,6/12/2019,102.36
TD,6/13/2019,103.03
TD,6/14/2019,103.55
TD,6/17/2019,103.67
TD,6/18/2019,105.36
TD,6/19/2019,105.19
TD,6/20/2019,105.43
TD,6/21/2019,105
TD,6/24/2019,104.99
TD,6/25/2019,104.15
TD,6/26/2019,103.74
TD,6/27/2019,103.46
TD,6/28/2019,104.07
TD,7/2/2019,104.83
TD,7/3/2019,105.61
TD,7/4/2019,105.42
TD,7/5/2019,105.69
TD,7/8/2019,105.16
TD,7/9/2019,105.52
TD,7/10/2019,105.17
TD,7/11/2019,104.85
TD,7/12/2019,104.33
TD,7/15/2019,104.25
TD,7/16/2019,104.42
TD,7/17/2019,104.33
TD,7/18/2019,104.5
TD,7/19/2019,104.91
TD,7/22/2019,104.72
TD,7/23/2019,105.5
TD,7/24/2019,105.04
TD,7/25/2019,104.5
TD,7/26/2019,104.77
TD,7/29/2019,104.77
TD,7/30/2019,104.15
TD,7/31/2019,104.22
TD,8/1/2019,102.83
TD,8/2/2019,102.2
TD,8/6/2019,101.01
TD,8/7/2019,101.32
TD,8/8/2019,101.82
TD,8/9/2019,101.08
TD,8/12/2019,99.98
TD,8/13/2019,100.71
TD,8/14/2019,98.83
TD,8/15/2019,98.75
TD,8/16/2019,99.74
TD,8/19/2019,100.46
TD,8/20/2019,99.34
TD,8/21/2019,99.91
TD,8/22/2019,99.35
TD,8/23/2019,97.6
TD,8/26/2019,97.88
TD,8/27/2019,97.92
TD,8/28/2019,98.3
TD,8/29/2019,99.42
TD,8/30/2019,99.58
TD,9/3/2019,99.43
TD,9/4/2019,99.38
TD,9/5/2019,100.69
TD,9/6/2019,100.94
TD,9/9/2019,101.24
TD,9/10/2019,102.32
TD,9/11/2019,103.23
TD,9/12/2019,104.18
TD,9/13/2019,105.25
TD,9/16/2019,105.39
TD,9/17/2019,105.89
TD,9/18/2019,106.29
TD,9/19/2019,106.89
TD,9/20/2019,107.96
TD,9/23/2019,107.36
TD,9/24/2019,106.83
TD,9/25/2019,107.37
TD,9/26/2019,107.46
TD,9/27/2019,107.45
TD,9/30/2019,107.47
TD,10/1/2019,106.73
TD,10/2/2019,105.31
TD,10/3/2019,105.18
TD,10/4/2019,105.85
TD,10/7/2019,105.59
TD,10/8/2019,104.48
TD,10/9/2019,105.49
TD,10/10/2019,105.76
TD,10/11/2019,106.33
TD,10/15/2019,107.02
TD,10/16/2019,107.16
TD,10/17/2019,106.63
TD,10/18/2019,106.95
TD,10/21/2019,107.7
TD,10/22/2019,107.27
TD,10/23/2019,106.27
TD,10/24/2019,105.81
TD,10/25/2019,106.02
TD,10/28/2019,105.92
TD,10/29/2019,106.04
TD,10/30/2019,106.5
TD,10/31/2019,106.24
TD,11/1/2019,106.65
TD,11/4/2019,107.38
TD,11/5/2019,107.9
TD,11/6/2019,108.1
TD,11/7/2019,108.46
TD,11/8/2019,108.44
TD,11/11/2019,108.2
TD,11/12/2019,108.28
TD,11/13/2019,108.2
TD,11/14/2019,108.27
TD,11/15/2019,108.81
TD,11/18/2019,108.8
TD,11/19/2019,108.86
TD,11/20/2019,108.84
TD,11/21/2019,109.16
TD,11/22/2019,109.25
TD,11/25/2019,109.36
TD,11/26/2019,108.62
TD,11/27/2019,108.8
TD,11/28/2019,108.67
TD,11/29/2019,108.73
TD,12/2/2019,108.06
TD,12/3/2019,107.18
TD,12/4/2019,104.95
TD,12/5/2019,104.76
TD,12/6/2019,104.99
TD,12/9/2019,104.45
TD,12/10/2019,103.97
TD,12/11/2019,103.73
TD,12/12/2019,103.75
TD,12/13/2019,104.84
TD,12/16/2019,104.8
TD,12/17/2019,104.75
TD,12/18/2019,103.89
TD,12/19/2019,103.83
TD,12/20/2019,104.41
TD,12/23/2019,103.52
TD,12/24/2019,103.43
TD,12/27/2019,103.47
